iter	Logloss
0	0.5835788616
1	0.4953308892
2	0.418061748
3	0.3499739081
4	0.3169036946
5	0.2828019479
6	0.2444517262
7	0.2132817753
8	0.1903465039
9	0.1681919934
10	0.1569233632
11	0.1437605267
12	0.1270669518
13	0.1207790776
14	0.1122066517
15	0.102154324
16	0.09290262098
17	0.08387255508
18	0.07713545894
19	0.07140261437
20	0.0666882434
21	0.06164224007
22	0.05902874429
23	0.05511399423
24	0.0529947314
25	0.05050624865
26	0.04866322085
27	0.04652908676
28	0.04464815162
29	0.04362081483
30	0.04233007004
31	0.04055542968
32	0.0387504537
33	0.03670643656
34	0.03587403147
35	0.0338848533
36	0.03281710832
37	0.03145995537
38	0.02985993534
39	0.02856407665
40	0.02721429471
41	0.02697255164
42	0.02615772039
43	0.02548581742
44	0.02507168653
45	0.02418230963
46	0.02347118883
47	0.02260892053
48	0.02170392152
49	0.02107784515
50	0.02038665743
51	0.01950570725
52	0.01901123334
53	0.01864663781
54	0.01775245507
55	0.01732091168
56	0.01703426452
57	0.01642517647
58	0.0160265676
59	0.01577682677
60	0.01543700297
61	0.0152969115
62	0.01516175931
63	0.01473667233
64	0.01449319471
65	0.01431358866
66	0.01421778971
67	0.01413720072
68	0.01384751693
69	0.01360418813
70	0.01343025096
71	0.01313769005
72	0.0130399351
73	0.01285313492
74	0.0127077053
75	0.01241084311
76	0.01206424037
77	0.01204076291
78	0.011893952
79	0.01165429333
80	0.01139033112
81	0.01124747088
82	0.01096078805
83	0.01077212671
84	0.01065971215
85	0.01061448894
86	0.01036333781
87	0.01028555304
88	0.01018824055
89	0.01016465362
90	0.009866406892
91	0.009647922896
92	0.009508926255
93	0.009461304361
94	0.009212669139
95	0.009123343242
96	0.009061797354
97	0.008814264922
98	0.008753246864
99	0.008644547173
100	0.008581350047
101	0.008478463654
102	0.008425034754
103	0.008389319852
104	0.008218000619
105	0.008034660643
106	0.007962094729
107	0.007774264425
108	0.007640619099
109	0.007573879514
110	0.007537326993
111	0.007381528204
112	0.007339550447
113	0.007188401415
114	0.00713595003
115	0.007072392582
116	0.006988825662
117	0.006974212709
118	0.006826602612
119	0.006812894061
120	0.006753775776
121	0.00670153226
122	0.006655428655
123	0.006599124617
124	0.006560017067
125	0.006524877428
126	0.006363608639
127	0.006211404149
128	0.006081362391
129	0.005967621418
130	0.005908027869
131	0.005769838704
132	0.005689931537
133	0.005671444929
134	0.005657229365
135	0.005564680339
136	0.00544615182
137	0.005406540437
138	0.005313097146
139	0.00531305555
140	0.005289750719
141	0.005200847007
142	0.005184864064
143	0.00508566449
144	0.005048586438
145	0.004990449015
146	0.00492392462
147	0.004818268145
148	0.004794305101
149	0.00473223863
150	0.00470833532
151	0.004647378999
152	0.004623512938
153	0.004560026866
154	0.004560007349
155	0.004543645013
156	0.004459802478
157	0.004454016109
158	0.004441923739
159	0.004400684668
160	0.004342555763
161	0.004323276472
162	0.004287428246
163	0.004275648264
164	0.004275601575
165	0.004245471323
166	0.004244674985
167	0.004237689608
168	0.00422615901
169	0.004160244545
170	0.004088748957
171	0.004029695787
172	0.003984968919
173	0.003953050276
174	0.00390790827
175	0.003865110091
176	0.003823827567
177	0.003732420126
178	0.003659358929
179	0.003634126558
180	0.003616046599
181	0.003577487024
182	0.003569314159
183	0.003561208001
184	0.003516401606
185	0.003479303443
186	0.003460103409
187	0.003455827743
188	0.003433708654
189	0.003427837579
190	0.00335337219
191	0.003336182426
192	0.003291316991
193	0.003274649447
194	0.003209749959
195	0.003169006864
196	0.003131849302
197	0.003073842052
198	0.003058099873
199	0.003047291759
200	0.003025717279
201	0.003019558257
202	0.003005232752
203	0.002992816426
204	0.002958654582
205	0.002945219924
206	0.002911091431
207	0.00289792408
208	0.002885448054
209	0.002880118301
210	0.002868535318
211	0.002836526351
212	0.00283132383
213	0.002799916867
214	0.002788843607
215	0.002749355584
216	0.002738207173
217	0.00273345854
218	0.002723267795
219	0.002694704934
220	0.002684784906
221	0.002675455949
222	0.002647830955
223	0.002638879717
224	0.002630122727
225	0.002603284892
226	0.002597410547
227	0.002593342532
228	0.002567478989
229	0.002562521924
230	0.002554616072
231	0.002529456568
232	0.002514641854
233	0.002514659841
234	0.002514651805
235	0.002514652379
236	0.002514645299
237	0.002481809929
238	0.002481800744
239	0.002481769363
240	0.002481752907
241	0.00248055413
242	0.002480493782
243	0.002480461636
244	0.002480474647
245	0.002480427193
246	0.002480465537
247	0.002480429755
248	0.002480440087
249	0.00248041636
250	0.002480430903
251	0.002480398756
252	0.002480348889
253	0.002480336068
254	0.002480141703
255	0.002480104773
256	0.002480110822
257	0.002480072627
258	0.002480058276
259	0.002480070522
260	0.002480029956
261	0.002479998576
262	0.002478858812
263	0.002478820543
264	0.002478800069
265	0.002478795668
266	0.002478811358
267	0.002478784187
268	0.002478807531
269	0.002478801599
270	0.002478781891
271	0.002478758738
272	0.00247877462
273	0.002478745917
274	0.002478765052
275	0.002478748214
276	0.002473823316
277	0.00247381157
278	0.002473802385
279	0.002473764498
280	0.002472649036
281	0.002472634685
282	0.002472620525
283	0.002472638321
284	0.002472623587
285	0.002472637747
286	0.002472612871
287	0.002472631432
288	0.002472610767
289	0.002472599477
290	0.002472600625
291	0.002472615168
292	0.002472607705
293	0.002472573837
294	0.002472572689
295	0.002472556424
296	0.002472566565
297	0.002472558985
298	0.002472554967
299	0.002472508661
300	0.002472508661
301	0.002472486848
302	0.002472510001
303	0.002472468478
304	0.002472448961
305	0.002472416932
306	0.002472385934
307	0.002472360176
308	0.002472234652
309	0.002472177631
310	0.002472150459
311	0.00247212635
312	0.002472122714
313	0.002472119461
314	0.002472150459
315	0.002472124819
316	0.00247211219
317	0.002472095734
318	0.002472103579
319	0.002472038447
320	0.002472050311
321	0.002472045336
322	0.002472066001
323	0.002472026201
324	0.002471854871
325	0.002471758815
